dt,"time",device_name,house_number,user_id,country_code,program_title,season,season_episode,genre,product_type
2018-10-01,12:07:21,samsung2014xdk,20523164,NvkCQuI2erSLFl2X0sRCevCqVUcKv3gj,fi,Fireman Sam,6,S06E06,Series Kids,svod
2018-10-01,16:49:48,ios,0079201810011600,K49MxtP_DkSPz6hxTt0uhToDuMUFyvVO,se,Engelska Antikrundan,"","",Other,svod
2018-10-01,16:56:35,pcdash,20246310,fil4Dw62J0CgIv3FtxvIsSLeNw8t2_Xa,no,Nashville,4,S04E09,Series Other,svod
2018-10-01,20:32:37,samsung2015xdk,20414203,6_q4tcu_B3dc2Zamye_LpaDhLUQWk5wo,se,Futurama,5,S05E02,Series Other,svod
2018-10-01,19:59:21,atv,20522748,A168AC9F1770BAFD,no,S.W.A.T.,2,S02E01,Series Other,svod
2018-10-01,10:13:01,atv,20468136,_WS6JLLUdWRrhdBSULuzqoIbnlxtYli1,dk,Better Things,1,S01E09,Series Other,svod
2018-10-01,22:18:21,chromecast,20464501,jbp_qncyHsfNDDpgIUtig4ei75bRHOce,dk,Absentia,1,S01E01,Series Other,svod
2018-10-01,16:54:02,atv,20505413,zl_m19F__ncrA_aj3u0Kqtdt4PXBTtNy,no,Love Island Norge,1,S01E31,Own Production,svod
2018-10-01,14:42:10,androiddash,20258527,vx5zEv_VxQb4LYxDG6SjaorHGslWswos,fi,Frasier,5,S05E21,Series Other,svod
2018-10-01,11:55:05,ios,0028201810011100,Y80_fYFgPk3NAs4ix9h4zmEm1Od74fJ9,se,Andarnas makt Norge,"","",Other,svod
2018-10-01,14:34:56,ios,20500323,Y80_fYFgPk3NAs4ix9h4zmEm1Od74fJ9,se,Unga Mammor,4,S04E16,Own Production,svod
2018-10-01,18:11:09,samsung2016xdk,0046201810011800,0zzxaRO71gHw7kWLRtVJNZJGiV0yvApK,se,Vår tid är nu,"","",Other,svod
2018-10-01,02:40:00,samsung2016xdk,0182201810010240,0zzxaRO71gHw7kWLRtVJNZJGiV0yvApK,se,Everybody Loves Raymond,"","",Other,svod
2018-10-01,19:22:12,androiddash,20466022,VHSKxv2_R8WnB7pygcqTqGN4SiCIpkrw,fi,The Snowman,"","",Movies Other,svod
2018-10-01,11:56:51,androidxdk,20395066,qqQVvLpKLOgc_1I0EheY0FLC1z0PcPeB,dk,Steven Universe,1,S01E05,Series Kids,svod
2018-10-01,22:38:49,ps4xdk,20494393,pE_96IIudfPhwGrkEaMCSxKHE1peP5Wx,se,American Dad,12,S12E11,Series Other,svod
2018-10-01,05:03:12,ios,20382121,A2D71356E9BFD1EF,se,Glee,4,S04E15,Series Other,svod
2018-10-01,18:49:23,chromecast,20428398,_Ys4J7tPC443jZwKaLb02l3vWH0EHBZI,dk,Billions,1,S01E12,Series Other,svod
2018-10-01,20:51:25,chromecast,20514517,UUovkJgdCACC0Wm0_SG9j9iZEW7it96R,se,Hånd i hånd,1,S01E05,Series Other,svod
2018-10-01,11:07:33,ios,V48797,0VdfzQC1ZjY4ElcHOl5a0ty8XfcNM7i0,dk,Toy Story 3,"","",Movies Kids,svod
2018-10-01,21:10:58,pcdash,20505416,mfgmhO_re8Ff7_UikfwoNVjVUNiNWkbv,no,Love Island Norge,1,S01E33,Own Production,svod
2018-10-01,21:17:34,samsung2015xdk,20509537,XtEZv7761IeGJYquCuebb1sNn5_5aEKP,se,The Cleveland Show,1,S01E19,Series Other,svod
2018-10-01,21:31:46,pcdash,20501983,TEo5iTmXfjJkVOyHUQaxv4xVeTOKRPkJ,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,11:06:15,samsung2012xdk,V03991,OkF6qGzE25zy6tmEZfToTbMSpbj9vJOf,dk,Hitman,"","",Movies Other,svod
2018-10-01,10:44:46,atv,S22821,CX_a8OTu7EgfbiOkBHYhDMKPOekWfA8J,se,Seinfeld,7,S07E19,Series Other,svod
2018-10-01,09:55:23,atv,S22819,CX_a8OTu7EgfbiOkBHYhDMKPOekWfA8J,se,Seinfeld,7,S07E17,Series Other,svod
2018-10-01,19:17:36,pcdash,20519553,AD5DB5AEA2EAC93A,dk,Til Middag Hos,8,S08E01,Own Production,svod
2018-10-01,05:31:02,androiddash,20526412,med7uO85a22Q0SSttkKboQnqOSwXWGSc,fi,Unikitty!,1,S01E03,Series Kids,svod
2018-10-01,17:17:09,ios,20490038,6TNvV9rEW0zEYmu639gzInocSc3q3lQo,se,Den utrolige historie om den kæmpestore pære,"","",Movies Kids,svod
2018-10-01,23:29:31,chromecast,20198547,p0AHC42r7R58NYB7lPAcXl_oKMRdSsac,se,The Night Shift,2,S02E01,Series Other,svod
2018-10-01,20:56:24,atv,20501982,mmMSXCRd9bkPbaTEL_xBp63hX0QnWAsA,se,Paradise Hotel Sverige,9,S09E12,Own Production,svod
2018-10-01,03:20:31,androiddash,20382913,mmMSXCRd9bkPbaTEL_xBp63hX0QnWAsA,se,How I Met Your Mother,9,S09E16,Series Other,svod
2018-10-01,18:30:36,pcdash,20519543,bCznRaTgntFAb2bJDPzAYSe52mBKSIqe,dk,Robinson Ekspeditionen,20,S20E05,Own Production,svod
2018-10-01,19:38:33,ps4xdk,20400608,INioEC6eHFQzs56ZFPfgbW7L1kZNUVQF,dk,The Walking Dead,6,S06E13,Series Other,svod
2018-10-01,13:24:01,pcdash,V46519,dQMTUdkfZSTZMHW4O_w_zrP_zxtLm2bm,dk,Victorious,3,S03E25,Series Kids,svod
2018-10-01,15:00:07,pchls,20519544,RfOjNZYMeTDn75CWE0LN42kqLlOG0aIm,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,19:19:46,ios,20501983,OGkhLJ6oZoKIWSysdKaN0_Ijf_IR5SvJ,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,08:41:12,ios,20306044,Vh25uwVjLIsLvvUHGurlvS3UWUgqPaQa,dk,The Blacklist,4,S04E03,Series Other,svod
2018-10-01,12:57:29,pcdash,20519671,0sIZy8Lh0iS9LYiRgODfn4HSQYVclsJ6,dk,Forsidefruer,4,S04E05,Own Production,svod
2018-10-01,10:13:13,androiddash,20507591,382SYoWDj63aR8ik9mVAt8ueRE445qXF,se,Sunny Bunnies,2,S02E26,Series Kids,svod
2018-10-01,07:33:51,androiddash,20274583,382SYoWDj63aR8ik9mVAt8ueRE445qXF,se,Dora the Explorer,8,S08E07,Series Kids,svod
2018-10-01,09:39:16,androiddash,20274591,382SYoWDj63aR8ik9mVAt8ueRE445qXF,se,Dora the Explorer,8,S08E15,Series Kids,svod
2018-10-01,19:29:31,ios,9993201810011800,ZwDjm6CVCs7fStF2LD_Gsp7dvQFn6eC5,se,Familjen Kardashian,"","",Other,svod
2018-10-01,16:39:09,pcdash,20461529,5oY3HOYwf8TbpOlHaeqfsgwA1sk_tFqL,dk,Will & Grace,1,S01E04,Series Other,svod
2018-10-01,09:31:15,ios,20505415,K5Dhh9rLN8GL2IWeBAHgoV9zLKbCSagH,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,13:44:24,ps4xdk,20488879,DvKz_CDhquvqUNrfSZac8nprDxKrBWll,dk,Only The Brave,"","",Movies Other,svod
2018-10-01,13:34:17,lg2014xdk,20197464,08qwBJPoB9BiwJVT_KKca3wr2j1Qa6un,se,PAW Patrol,1,S01E02,Series Kids,svod
2018-10-01,15:55:16,lg2014xdk,20523170,08qwBJPoB9BiwJVT_KKca3wr2j1Qa6un,se,Fireman Sam,6,S06E12,Series Kids,svod
2018-10-01,15:35:18,lg2014xdk,20523168,08qwBJPoB9BiwJVT_KKca3wr2j1Qa6un,se,Fireman Sam,6,S06E10,Series Kids,svod
2018-10-01,16:17:57,androidxdk,20489100,OoblyDXOPbAkPIe2wQkbjj_TGvYhSxG5,se,Valor,1,S01E02,Series Other,svod
2018-10-01,20:53:36,pcdash,20501983,oahx_pKM1IVzVww9IjrrKM3cq7QjNEE7,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,05:53:58,atv,20523176,NzA8EVXCFJzCVGOhLtEJ64OW5qA5N2Uk,no,Fireman Sam,6,S06E18,Series Kids,svod
2018-10-01,04:54:41,atv,20523170,NzA8EVXCFJzCVGOhLtEJ64OW5qA5N2Uk,no,Fireman Sam,6,S06E12,Series Kids,svod
2018-10-01,20:58:17,atv,20505415,Ur0XSvehdPPjnW1yFU5o5rNr30XpUZRR,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,17:07:47,ios,20274238,A02597941DD6CD67,dk,PAW Patrol,2,S02E18,Series Kids,svod
2018-10-01,05:39:34,ios,20505415,_IbejlWWBdmgkk7uwH6oqiysG0m_sPKu,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,12:20:53,samsung2015xdk,20501977,ozAgogLykkxD3NiXywzER_4LUKrv5Des,se,Paradise Hotel Sverige,9,S09E07,Own Production,svod
2018-10-01,06:01:16,ps4xdk,20349642,WRNba9L_7krDxZQa34uJ66WNfmrbGg_z,se,Poketto Monsutā,14,S14E28,Series Kids,svod
2018-10-01,19:08:09,ios,20501983,3F046E36AAE05F95,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,19:55:31,chromecast,20506589,GV1NG62Pu_h0RBhpzyawBccBw9z0RnE1,se,Animal Kingdom,3,S03E10,Series Other,svod
2018-10-01,15:38:02,androiddash,20505415,dDi7xmAAhlhPfpqBQH_Gmb9B3eRLwSno,no,Love Island Norge,1,S01E32,Own Production,svod
2018-10-01,20:44:10,androiddash,0297201810012030,CZjjNvRyDV_w_LX6QHC3cCt_aMj75myB,no,Big Easy Motors,"","",Other,svod
2018-10-01,17:36:40,ios,20519542,fbU_u58Vt2r9hJKIhCCCXe_iXuAahUkh,dk,Robinson Ekspeditionen,20,S20E04,Own Production,svod
2018-10-01,19:08:49,lg2016xdk,10021517,TeBvbUZBln72hiAlpKRCqwCQVczO5fm0,se,Vikings,3,S03E03,Series Other,svod
2018-10-01,08:46:30,xboxonexdk,20505412,K9bLfO5btchIIJitpoRWCbzTnU0i5OMN,no,Love Island Norge,1,S01E30,Own Production,svod
2018-10-01,00:00:16,chromecast,20461415,_ruE1Rv2Bax_z9jHUwTybQXA6Z_FDzWA,dk,Will & Grace,6,S06E14,Series Other,svod
2018-10-01,02:39:32,chromecast,20461423,_ruE1Rv2Bax_z9jHUwTybQXA6Z_FDzWA,dk,Will & Grace,6,S06E22,Series Other,svod
2018-10-01,17:47:27,ios,20537136,bsS_cMk00oRkFJp0HAMwQR1HwcRu_SxK,fi,KHL,2015,"",Sports,svod
2018-10-01,15:58:38,androiddash,20468618,IcwETQglRQ3_6sotbJBNSNcI5bQOdDy9,se,The Good Doctor,1,S01E07,Series Other,svod
2018-10-01,15:37:12,chromecast,20505202,4756CC63C0630C54,dk,Peppa Pig,3,S03E02,Series Kids,svod
2018-10-01,20:10:04,chromecast,20471972,EF359C993681B176,se,Coco,"","",Movies Kids,svod
2018-10-01,15:23:28,samsung2014xdk,20429476,C21495F8343F7438,no,The Fosters,4,S04E15,Series Other,svod
2018-10-01,18:07:15,chromecast,V34246,__D250Ro4aqcnERLlB3uYicI93D0ql67,dk,War,"","",Movies Other,svod
2018-10-01,11:12:50,chromecast,20475083,__D250Ro4aqcnERLlB3uYicI93D0ql67,dk,Dora and Friends: Into the City!,2,S02E02,Series Kids,svod
2018-10-01,13:50:31,chromecast,20475090,__D250Ro4aqcnERLlB3uYicI93D0ql67,dk,Dora and Friends: Into the City!,2,S02E09,Series Kids,svod
2018-10-01,16:59:06,chromecast,20478563,__D250Ro4aqcnERLlB3uYicI93D0ql67,dk,Masha i Medved,1,S01E07,Series Kids,svod
2018-10-01,12:09:25,ios,20394840,rcI0zYcM5jkpxj_W49kgVA8ORS4K4JB_,no,Teen Titans Go!,2,S02E08,Series Kids,svod
2018-10-01,17:00:55,chromecast,20427863,dDdJpWtbnkXPVYGCd98heuIP27ir_vpI,se,Angry Birds Stella,1,S01E02,Series Kids,svod
2018-10-01,16:02:24,chromecast,20197465,C0YOXxHNYwaEtxNwlesE5LX_Am73hRvi,se,PAW Patrol,1,S01E03,Series Kids,svod
2018-10-01,19:43:33,ios,20518843,BA5B7B7E720E4DF2,se,King of the Hill,4,S04E03,Series Other,svod
2018-10-01,18:32:57,atv,20531307,823E7A74E9B17737,no,Charterfeber,9,S09E09,Own Production,svod
2018-10-01,15:34:30,chromecast,20366830,XZCS7pilfsB3aUV4Mr_ta1llFR90FduR,dk,NCIS,14,S14E03,Series Other,svod
2018-10-01,15:05:08,samsung2012xdk,20236880,uGbkv_VUYEhwOTb_3kzj_jX5MDoLdP02,se,Peppa Pig,1,S01E49,Series Kids,svod
2018-10-01,17:52:53,samsung2012xdk,20293792,uGbkv_VUYEhwOTb_3kzj_jX5MDoLdP02,se,The Thundermans,1,S01E06,Series Kids,svod
2018-10-01,15:42:03,samsung2012xdk,20431063,uGbkv_VUYEhwOTb_3kzj_jX5MDoLdP02,se,Peppa Pig,2,S02E02,Series Kids,svod
2018-10-01,17:10:47,samsung2013xdk,20274374,8J_xHP5FquHkaabaWYcH08jzIBoog_rL,dk,Henry Danger,1,S01E24,Series Kids,svod
2018-10-01,18:42:45,ios,20519544,Ew5to_6Dav3jYPjJTZgJ947Plim9Qt78,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,12:06:09,ios,20468421,HyRa5gGoLwL8IphDlGaocvmet6PUHy3B,no,S.W.A.T.,1,S01E06,Series Other,svod
2018-10-01,05:31:03,ios,20293851,z1RtycjlPp26TYSx9yTCJsa_P26mAGVJ,no,The Thundermans,2,S02E15,Series Kids,svod
2018-10-01,19:08:38,ps3xdk,V06091,D1BBDAEA01055EEB,dk,Familien fra Bryggen,5,S05E04,Own Production,svod
2018-10-01,12:54:51,ps3xdk,20437578,D1BBDAEA01055EEB,dk,School of Rock,1,S01E10,Series Kids,svod
2018-10-01,22:38:46,androiddash,0327201810012220,J3AgVZMkVzNE4TUzbtfKtyMGDjKtrz8w,se,Binny och spöket,"","",Other,svod
2018-10-01,19:55:10,samsung2016xdk,V40117,0D0DD080648585C9,no,How I Met Your Mother,4,S04E10,Series Other,svod
2018-10-01,16:02:20,androiddash,0202201810011600,wAA3hkf9EZTA5DEIkDDbe8SnySHfoc_C,no,Pyjamashjältarna,"","",Other,svod
2018-10-01,19:04:28,ios,20532849,UTog8tUNkjbfdySa3of7evA_DFezXxrg,se,Barclays Premier League Football Live,2015,"",Sports,svod
2018-10-01,23:00:32,atv,0054201810012300,eCOFlcDcOfZaF9hE2R9qcE3b3VYQKhA0,no,Two and a Half Men,"","",Other,svod
2018-10-01,17:06:47,atv,20501983,EDF265FFF3CA0CA2,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,09:05:32,chromecast,20382798,Y_QFPyANS1LCnXfU6flKRpZS0LMmWwkI,se,How I Met Your Mother,5,S05E03,Series Other,svod
2018-10-01,22:08:18,ios,20451525,b6kID0ppI5_LKV_fySzgGR3l6IVVUUNC,se,Lethal Weapon,2,S02E15,Series Other,svod
2018-10-01,11:58:48,pcdash,20481566,ni8v5EvKeas_4jO0Tsu5nQ_58fe4kTxQ,se,Shimmer and Shine,2,S02E09,Series Kids,svod
2018-10-01,17:00:17,androidxdk,20376723,tMbVmqoPIWfx_6qjIgellYrRv4niICqo,fi,Bones,5,S05E16,Series Other,svod
2018-10-01,00:26:20,ps4xdk,20353047,DeoAJYD5WS8nOYL3F6VTlDG1m2YA14u_,fi,South Park,20,S20E08,Series Other,svod
2018-10-01,19:59:10,samsung2016xdk,20532850,hlbQkeuKSrNWf6tt4jA4GR6odcPjmhjB,dk,Barclays Premier League Football Live,2015,"",Sports,svod
2018-10-01,15:48:56,ios,20471972,E1peU_Ur6jx9gAy3u131nsI1Mb3eDkWC,dk,Coco,"","",Movies Kids,svod
2018-10-01,16:48:56,ios,20236839,GossvcvxxuOwa01lDZl_3_qIpQ_nQcxm,no,Peppa Pig,1,S01E08,Series Kids,svod
2018-10-01,13:58:52,pcdash,20469844,PyvPjFTWUWiY5TQft00RlcbpJjwsR50t,dk,MasterChef - Danmarks største madtalenter,4,S04E21,Own Production,svod
2018-10-01,13:11:07,androiddash,V12364,WcrdAfEuzY0ZHawM41ozGKl7PhTaYboP,fi,Big Time Rush,1,S01E13,Series Kids,svod
2018-10-01,07:41:25,ios,V35205,83UvxK6hckZW_ddef9hiFWhmebBB_0oM,dk,Luksusfælden,13,S13E02,Own Production,svod
2018-10-01,15:59:00,ios,20487789,YyKjuoLvSzwf8HtVYJw_0sG6T0ks8gdC,dk,Soy Luna,1,S01E71,Series Kids,svod
2018-10-01,20:33:08,pchls,20400601,yvhjk2uI1KTNbVtEfnU8fJsYr_D3RRqh,dk,The Walking Dead,6,S06E06,Series Other,svod
2018-10-01,16:56:22,chromecast,20471972,rODa4THfwf1mYA_yDYWyfjULKNsvtngC,se,Coco,"","",Movies Kids,svod
2018-10-01,18:02:31,pcdashpr,20414225,5D9B85B78DE1C3B7,dk,Speechless,1,S01E04,Series Other,svod
2018-10-01,16:13:41,pcdashpr,20366837,5D9B85B78DE1C3B7,dk,NCIS,14,S14E10,Series Other,svod
2018-10-01,05:01:10,ios,20274370,l1pZKlJ07dnrQE43CRGOrn4k1Ri5utUB,no,Henry Danger,1,S01E20,Series Kids,svod
2018-10-01,16:50:46,philips2017xdk,20400604,8CA626E56F66323C,se,The Walking Dead,6,S06E09,Series Other,svod
2018-10-01,22:04:41,philips2017xdk,20526188,8CA626E56F66323C,se,King of the Hill,7,S07E06,Series Other,svod
2018-10-01,23:07:36,pcdash,20470930,nFe_889cEAy3WOfzAjACN32nLq_s_6kO,fi,Futurama,9,S09E03,Series Other,svod
2018-10-01,15:57:22,ios,20505335,Usnq1oaxih7Sbc98j8pUnr4ik3si_5Bc,no,Luksusfellen,19,S19E02,Own Production,svod
2018-10-01,17:40:29,lg2014xdk,S84198,oxhfG41NnTA2oKwUSKF4bSU4E20g9ebZ,dk,Bones,8,S08E15,Series Other,svod
2018-10-01,12:32:32,ios,V40079,_Ts9QuiEkv9lF8Rdd2aAEfXifHJj3doL,fi,How I Met Your Mother,2,S02E14,Series Other,svod
2018-10-01,22:08:04,androiddash,V40084,_Ts9QuiEkv9lF8Rdd2aAEfXifHJj3doL,fi,How I Met Your Mother,2,S02E19,Series Other,svod
2018-10-01,15:19:58,ios,V46457,qqXKOaavkuxP20TS_d0v35FoRHFGjey0,no,iCarly,5,S05E07,Series Kids,svod
2018-10-01,17:45:11,pchls,20501983,wxq4J9QYjFUlPAcO6WrqPBNHX3TcXM_K,se,Paradise Hotel Sverige,9,S09E13,Own Production,svod
2018-10-01,15:59:10,samsung2017xdk,20328025,tGGfgYPBMhjdnG6Z6FbM_8_d8f3hDbKo,se,PAW Patrol,3,S03E15,Series Kids,svod
2018-10-01,08:58:33,samsung2017xdk,20328019,tGGfgYPBMhjdnG6Z6FbM_8_d8f3hDbKo,se,PAW Patrol,3,S03E09,Series Kids,svod
2018-10-01,16:58:24,atv,20414797,2UpI5icP6yDlHmRDNttDLNOcQyo1FhY0,no,The Amazing World of Gumball,5,S05E11,Series Kids,svod
2018-10-01,10:08:02,samsung2014xdk,20451070,PaeapMzQoy1iSsP9xeDJlzdxTTGkY1MB,fi,Empire,4,S04E09,Series Other,svod
2018-10-01,10:59:59,pcdash,0079201810011100,UYeIEVHCPtU3KZkZyxj4Jaucp9rRaRmi,se,Rapport,"","",Other,svod
2018-10-01,14:07:51,androidxdk,0268201810011400,WO5wg6HMin_TZYQWtkKqyn7bhEBB9w5y,se,That '70s show,"","",Other,svod
2018-10-01,04:39:56,ios,20494662,77EB99E74FB694EF,se,Ben 10,2,S02E04,Series Kids,svod
2018-10-01,20:19:51,pcdashpr,20478621,xfwFqEXLWukcPu1lGA5_SAh75UkDMUSz,no,Paradise Hotel Norge,10,S10E20,Own Production,svod
2018-10-01,21:44:18,pcdash,20525980,Ikk1QVzNMyha2wYiuqDH5ZBryJFLONMo,se,Hemliga beundrare,2,S02E02,Own Production,svod
2018-10-01,14:24:06,ios,0327201810010437,eVxuY1SWO3EmBhTemwotW2b1yn2Xb35G,se,Mimmis toons,"","",Other,svod
2018-10-01,21:13:00,androiddash,20472963,tUHTxUI_kZgltfNMR4FZovDpyAHbLEZ_,dk,Predator,"","",Movies Other,svod
2018-10-01,21:14:03,pcdash,S91071,vthemnqOSwwNHYdUxyMG_O5YdFfb1mfC,se,Svenska Hollywoodfruar,6,S06E10,Own Production,svod
2018-10-01,19:46:38,pcdashpr,20468418,cFR32QyE1OXLDQ8ankfXWAkZYOTIk2SR,se,S.W.A.T.,1,S01E03,Series Other,svod
2018-10-01,16:52:55,ios,20399204,Ygmyo7DQhUhL2keerH9bD0eWr4MNkYm1,fi,Bob's Burgers,4,S04E16,Series Other,svod
2018-10-01,01:36:51,chromecast,20392038,xNHRShHe7u_uojzDcdva6N0brb_puLhZ,dk,Danmarks Modigste,1,S01E09,Own Production,svod
2018-10-01,20:07:14,samsung2013xdk,20346458,E75C4BCC546A06F3,dk,Lethal Weapon,1,S01E07,Series Other,svod
2018-10-01,17:03:01,samsung2015xdk,0093201810010405,E75C4BCC546A06F3,dk,Dybvaaaaad!,"","",Other,svod
2018-10-01,03:54:41,chromecast,V21842,___J_71P44wxTuS_8VGQSwgDC_w4y7kl,dk,Family Guy,5,S05E04,Series Other,svod
2018-10-01,22:02:22,atv,S22811,CE20A74A546992F6,se,Seinfeld,7,S07E09,Series Other,svod
2018-10-01,07:03:57,ios,20523272,4E835DE6049AB4F4,se,Tree Fu Tom,1,S01E06,Series Kids,svod
2018-10-01,11:18:36,ios,20426462,4E835DE6049AB4F4,se,The Backyardigans,1,S01E10,Series Kids,svod
2018-10-01,12:44:01,lg2017xdk,20274418,BA1CB8F035A9763F,dk,Bella and the Bulldogs,1,S01E02,Series Kids,svod
2018-10-01,08:16:18,atv,20448216,A412C9FC856E5DE7,dk,Babar and the Adventures of Badou,1,S01E16,Series Kids,svod
2018-10-01,17:19:24,samsung2015xdk,20519558,AE781F119C37A425,dk,Til Middag Hos,8,S08E06,Own Production,svod
2018-10-01,13:15:57,atv,20304085,A04A684E974250D3,se,Winx Club,4,S04E04,Series Kids,svod
2018-10-01,15:07:25,lg2017xdk,20467214,cesebD21S8m937I0c4h3zPTb7HM2q5Wp,se,Rock Dog,"","",Movies Kids,svod
2018-10-01,18:48:09,androidxdk,20519544,pmTbBh933YiVDscn4i7xLdyMW_tZnJjP,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,15:53:56,pcdash,20402351,TGbAoisCECjmLWxqJLyKZQPJzID9TK_S,no,It's Always Sunny in Philadelphia,4,S04E12,Series Other,svod
2018-10-01,17:52:37,androiddash,20519544,LUM0k6VnUE4NF_AtJvUQ86uVn1jVI2li,dk,Robinson Ekspeditionen,20,S20E06,Own Production,svod
2018-10-01,17:44:47,chromecast,V05964,LUM0k6VnUE4NF_AtJvUQ86uVn1jVI2li,dk,Paradise Hotel Danmark,10,S10E50,Own Production,svod
2018-10-01,17:38:28,samsung2016xdk,V27468,ycMrADmI8Dw_zhTSvDDW5_c1wLyK1Orh,se,The Fosters,1,S01E01,Series Other,svod
2018-10-01,18:08:40,androiddash,20537136,27EB8561FB14A0BC,fi,KHL,2015,"",Sports,svod
2018-10-01,01:41:17,pcdash,20197488,hmaYI44wBd_fh2sTzJbF_hzfFD1fOyCI,se,PAW Patrol,1,S01E26,Series Kids,svod
2018-10-01,20:05:44,pcdash,20505416,y_7Zda1Crni4x5taEKagDv0emgQhh_p6,no,Love Island Norge,1,S01E33,Own Production,svod
2018-10-01,20:26:42,samsung2017xdk,20421387,lUhBqUZkBUwCQKceVNoial7ewWGMhYkq,se,Animal Kingdom,2,S02E04,Series Other,svod
2018-10-01,15:04:29,atv,20537136,D2A2F6FBB5F018E1,fi,KHL,2015,"",Sports,svod
2018-10-01,18:19:38,ios,20525558,YFME2a3JQzhr0mSwnLVl7W6ONwjtfUKU,se,TV3 Dokumentär,1,S01E05,Own Production,svod
2018-10-01,05:28:47,ios,20428529,0qpjcFyUZBIkU4JjxQt2NycftGOntDp4,fi,SpongeBob SquarePants,4,S04E15,Series Kids,svod
2018-10-01,11:16:36,ios,20470938,_WaQsPjaBA3rSXg98XKUE8hWi6clchFq,no,Futurama,9,S09E11,Series Other,svod
2018-10-01,21:33:34,pchls,20461463,VLVR1QYNCVu3r6A7mXcKP1UDtPGGvAYA,fi,Will & Grace,4,S04E14,Series Other,svod
2018-10-01,19:12:53,ios,20468613,2qXYgy10dr_9SYzo1PWrs_EzOhEqyLvT,se,The Good Doctor,1,S01E02,Series Other,svod
2018-10-01,18:47:33,androiddash,20487784,fcKGyH16eG1fcxoz15q3DhCg2cUeI2Bs,fi,Soy Luna,1,S01E66,Series Kids,svod
2018-10-01,08:07:12,ios,S18273,E95F5BE75F533EF3,dk,Dora the Explorer,1,S01E12,Series Kids,svod
2018-10-01,14:06:51,androiddash,S18266,E95F5BE75F533EF3,dk,Dora the Explorer,1,S01E05,Series Kids,svod
2018-10-01,07:41:23,lg2013xdk,20428537,6anTwrRjDNlr2oIpelSzBZYBwCvtX_mp,fi,SpongeBob SquarePants,3,S03E03,Series Kids,svod
2018-10-01,06:06:32,chromecast,S18316,9_gCCBH1Tr1nSIegs6jArfpJQMfJwKc0,se,"Go, Diego! Go!",1,S01E03,Series Kids,svod
2018-10-01,17:33:40,atv,20247736,h_n2QaCcO1aOFphI6rm5eq8WGp_IGnAg,se,Outlander,1,S01E01,Series Other,svod
2018-10-01,19:02:00,atv,20346457,YVg9lh95WgzpeTKPI48_gZEyNi26SpaP,no,Lethal Weapon,1,S01E06,Series Other,svod
2018-10-01,00:34:12,androiddash,20258457,2LWGKmpZqGOAhJUqRqfApilQatH3JC3R,se,Frasier,3,S03E01,Series Other,svod
2018-10-01,10:51:33,ios,20366835,CH_lnn_oA_DxQjEj9nxrfN56zoUKsB9h,no,NCIS,14,S14E08,Series Other,svod
2018-10-01,18:56:24,ps3xdk,20293837,2D99C06B484AA3C5,dk,The Thundermans,2,S02E11,Series Kids,svod
2018-10-01,06:22:40,ios,V56207,kB1w9vA5hlReXxTk_d_V9rChXVeXuxho,no,Gossip Girl,1,S01E17,Series Other,svod
2018-10-01,18:30:48,pcdash,V23709,kB1w9vA5hlReXxTk_d_V9rChXVeXuxho,no,Haven,1,S01E13,Series Other,svod
2018-10-01,14:58:43,chromecast,20519560,xietO73I83BFu_uo3Xy2OSKbdsFsuwaZ,dk,Til Middag Hos,8,S08E08,Own Production,svod
2018-10-01,12:39:26,ios,20505390,PlH7C62FZgEb9jg3KiU8G3B8CtO5HhPl,no,Love Island Norge,1,S01E11,Own Production,svod
2018-10-01,14:31:04,ios,0261201809291830,erQFvyxhUcphAlW0_HAe3n5Tb8Gqgxnc,se,Premier League-studion,"","",Other,svod
2018-10-01,07:23:45,ps4xdk,20509580,Eq8y9hBjl0X4SPjtYAUxc_PHN6n_w7xs,se,The Cleveland Show,3,S03E17,Series Other,svod
2018-10-01,06:42:47,ps4xdk,20509578,Eq8y9hBjl0X4SPjtYAUxc_PHN6n_w7xs,se,The Cleveland Show,3,S03E15,Series Other,svod
2018-10-01,01:15:22,ps4xdk,20509561,Eq8y9hBjl0X4SPjtYAUxc_PHN6n_w7xs,se,The Cleveland Show,2,S02E21,Series Other,svod
2018-10-01,10:28:02,ps4xdk,20509590,Eq8y9hBjl0X4SPjtYAUxc_PHN6n_w7xs,se,The Cleveland Show,4,S04E04,Series Other,svod
2018-10-01,23:06:41,pchls,20505411,zALuqlEzIxIWU1B8vVLL7C_P2iyY0TQo,no,Love Island Norge,1,S01E29,Own Production,svod
